Reference vector (1/18): 0.9965845, 0.082579345
1/100: weights=[0.64714986 1.3528502 ], train_loss=[1.886674  2.0196874], train_acc=[0.33758333 0.299125  ], test_loss=[1.8804067 2.0031583], test_acc=[0.3363  0.30795]
78/100: weights=[0.9753486 1.0246514], train_loss=[0.45117486 0.519115  ], train_acc=[0.85565833 0.82590833], test_loss=[0.4465984 0.5191077], test_acc=[0.85535 0.8268 ]
80/100: weights=[0.61093706 1.389063  ], train_loss=[0.44513664 0.51435304], train_acc=[0.85761667 0.82723333], test_loss=[0.43709   0.5145861], test_acc=[0.86025 0.82635]
82/100: weights=[1.1621056  0.83789444], train_loss=[0.44682387 0.5163034 ], train_acc=[0.85739167 0.82725   ], test_loss=[0.43846944 0.5166439 ], test_acc=[0.8605  0.82525]
84/100: weights=[0.31265503 1.687345  ], train_loss=[0.43491662 0.5080333 ], train_acc=[0.86058333 0.82914167], test_loss=[0.42881143 0.5094217 ], test_acc=[0.86165 0.82895]
86/100: weights=[0.94729835 1.0527017 ], train_loss=[0.43726075 0.51126313], train_acc=[0.85986667 0.82861667], test_loss=[0.43065962 0.5149978 ], test_acc=[0.8616  0.82885]
88/100: weights=[0.48211187 1.5178882 ], train_loss=[0.42935327 0.5039794 ], train_acc=[0.862675   0.83096667], test_loss=[0.42528573 0.5083915 ], test_acc=[0.86355 0.82895]
90/100: weights=[1.0960795  0.90392053], train_loss=[0.4290415  0.49877208], train_acc=[0.86213333 0.832625  ], test_loss=[0.4250964 0.5018984], test_acc=[0.8625 0.8324]
92/100: weights=[1.4307028 0.5692972], train_loss=[0.435461   0.49767426], train_acc=[0.86041667 0.83304167], test_loss=[0.42828453 0.5001658 ], test_acc=[0.8621 0.8315]
94/100: weights=[0.9564879 1.0435121], train_loss=[0.42248335 0.4928464 ], train_acc=[0.86541667 0.83515   ], test_loss=[0.4158853  0.49687436], test_acc=[0.86725 0.8323 ]
96/100: weights=[0.5693597 1.4306402], train_loss=[0.4194736  0.49506572], train_acc=[0.86560833 0.8344    ], test_loss=[0.41442293 0.49765074], test_acc=[0.8667  0.83125]
98/100: weights=[1.3125913 0.6874086], train_loss=[0.4165218 0.4893429], train_acc=[0.86718333 0.83615   ], test_loss=[0.41205588 0.49313635], test_acc=[0.86835 0.8331 ]
100/100: weights=[1.0273243 0.9726756], train_loss=[0.4176932 0.4843143], train_acc=[0.867175   0.83750833], test_loss=[0.41524303 0.4886521 ], test_acc=[0.868   0.83475]
Reference vector (10/18): 0.67728156, 0.7357239
1/100: weights=[1.026407   0.97359306], train_loss=[1.7436713 1.7614483], train_acc=[0.41096667 0.39674167], test_loss=[1.7288818 1.7620889], test_acc=[0.413  0.3955]
2/100: weights=[1.0729128 0.9270872], train_loss=[1.4591488 1.5318528], train_acc=[0.51566667 0.48075833], test_loss=[1.4447099 1.5233052], test_acc=[0.5181  0.48575]
4/100: weights=[0.6871663 1.3128338], train_loss=[1.1937126 1.3262851], train_acc=[0.609    0.552125], test_loss=[1.1747258 1.312712 ], test_acc=[0.6121  0.55635]
6/100: weights=[1.2286431  0.77135694], train_loss=[1.0574732 1.2177626], train_acc=[0.65296667 0.588125  ], test_loss=[1.0424422 1.201345 ], test_acc=[0.65495 0.59565]
8/100: weights=[1.73175    0.26825002], train_loss=[0.9642232 1.1245909], train_acc=[0.684675 0.61995 ], test_loss=[0.9485215 1.1148247], test_acc=[0.6883 0.6255]
10/100: weights=[0.9850011 1.0149989], train_loss=[0.8939689 1.0654   ], train_acc=[0.70820833 0.64023333], test_loss=[0.8798332 1.0538133], test_acc=[0.7115  0.64665]
12/100: weights=[1.2283759 0.7716241], train_loss=[0.83687645 1.0067997 ], train_acc=[0.728225 0.6596  ], test_loss=[0.822527  1.0002657], test_acc=[0.7301 0.6657]
14/100: weights=[1.2273452 0.7726548], train_loss=[0.793558   0.96200705], train_acc=[0.74164167 0.67611667], test_loss=[0.777714 0.957522], test_acc=[0.7447 0.6787]
16/100: weights=[0.57842326 1.4215767 ], train_loss=[0.7573397 0.9265167], train_acc=[0.754725   0.68785833], test_loss=[0.74237335 0.9199857 ], test_acc=[0.757  0.6938]
18/100: weights=[0.91972226 1.0802778 ], train_loss=[0.7227022 0.8917255], train_acc=[0.76564167 0.7002    ], test_loss=[0.7082637 0.888458 ], test_acc=[0.76825 0.7049 ]
20/100: weights=[1.2514222  0.74857783], train_loss=[0.7026296 0.862309 ], train_acc=[0.77225    0.71051667], test_loss=[0.68944675 0.86014587], test_acc=[0.77325 0.71545]
22/100: weights=[1.5080348  0.49196514], train_loss=[0.6851771 0.8422449], train_acc=[0.7786     0.71621667], test_loss=[0.6731812 0.8384106], test_acc=[0.77955 0.7197 ]
24/100: weights=[1.5930873 0.4069127], train_loss=[0.67342585 0.8171274 ], train_acc=[0.78033333 0.72611667], test_loss=[0.65699744 0.8121828 ], test_acc=[0.7818  0.73065]
26/100: weights=[0.99916154 1.0008384 ], train_loss=[0.641462   0.79580826], train_acc=[0.79259167 0.73228333], test_loss=[0.63018084 0.78967077], test_acc=[0.7936  0.73485]
28/100: weights=[0.28678373 1.7132163 ], train_loss=[0.62212175 0.77915007], train_acc=[0.798275   0.73741667], test_loss=[0.6076356 0.7737076], test_acc=[0.8021  0.74105]
30/100: weights=[0.6609208 1.3390793], train_loss=[0.6083479  0.76563907], train_acc=[0.80365    0.74413333], test_loss=[0.5951233 0.764264 ], test_acc=[0.80625 0.74525]
32/100: weights=[1.205814   0.79418606], train_loss=[0.5968835 0.7475154], train_acc=[0.80700833 0.749075  ], test_loss=[0.5824034 0.7462016], test_acc=[0.8085  0.75175]
34/100: weights=[1.3621017 0.6378984], train_loss=[0.586992  0.7330703], train_acc=[0.8108     0.75389167], test_loss=[0.57637507 0.7294291 ], test_acc=[0.8117  0.75605]
36/100: weights=[0.5915047 1.4084953], train_loss=[0.5783777  0.72501385], train_acc=[0.81393333 0.75676667], test_loss=[0.5676703 0.7200926], test_acc=[0.81695 0.7586 ]
38/100: weights=[0.621001 1.378999], train_loss=[0.56268495 0.7073954 ], train_acc=[0.81890833 0.76186667], test_loss=[0.55133533 0.703352  ], test_acc=[0.82035 0.76345]
40/100: weights=[0.62165046 1.3783495 ], train_loss=[0.5562503 0.6957525], train_acc=[0.82068333 0.76670833], test_loss=[0.54604894 0.69230396], test_acc=[0.8219 0.7683]
42/100: weights=[0.64510614 1.3548938 ], train_loss=[0.5488544  0.68897533], train_acc=[0.82355    0.76951667], test_loss=[0.53800553 0.68500364], test_acc=[0.82465 0.7705 ]
44/100: weights=[0.58136797 1.418632  ], train_loss=[0.53723717 0.6755537 ], train_acc=[0.826975   0.77233333], test_loss=[0.52788854 0.67137253], test_acc=[0.8266  0.77525]
46/100: weights=[1.6456368  0.35436326], train_loss=[0.54910886 0.6744126 ], train_acc=[0.82210833 0.7754    ], test_loss=[0.5427959 0.6716275], test_acc=[0.8228 0.776 ]
48/100: weights=[0.5642244 1.4357756], train_loss=[0.53015405 0.6567538 ], train_acc=[0.82794167 0.77885833], test_loss=[0.5205975  0.65195715], test_acc=[0.83025 0.78095]
50/100: weights=[1.0117404  0.98825955], train_loss=[0.5213208  0.65075624], train_acc=[0.8322     0.78088333], test_loss=[0.51381147 0.6453023 ], test_acc=[0.8311  0.78255]
52/100: weights=[1.2044883 0.7955117], train_loss=[0.508496  0.6419335], train_acc=[0.83579167 0.78546667], test_loss=[0.5008634 0.6403909], test_acc=[0.83505 0.7884 ]
54/100: weights=[0.7682438 1.2317562], train_loss=[0.50408155 0.6309084 ], train_acc=[0.83698333 0.788625  ], test_loss=[0.49737468 0.62652314], test_acc=[0.8353  0.79005]
56/100: weights=[1.4609766  0.53902334], train_loss=[0.49996194 0.6236524 ], train_acc=[0.83986667 0.791975  ], test_loss=[0.49370486 0.6219199 ], test_acc=[0.838   0.79245]
58/100: weights=[0.7271723 1.2728277], train_loss=[0.48996186 0.61781853], train_acc=[0.84243333 0.79290833], test_loss=[0.48374525 0.614596  ], test_acc=[0.8405  0.79615]
60/100: weights=[0.8631588 1.1368412], train_loss=[0.48796204 0.61370605], train_acc=[0.84270833 0.79424167], test_loss=[0.4800709 0.6086431], test_acc=[0.84245 0.7966 ]
62/100: weights=[1.4141767 0.5858233], train_loss=[0.48424897 0.6031563 ], train_acc=[0.844125   0.79838333], test_loss=[0.47942933 0.6006329 ], test_acc=[0.84265 0.80105]
64/100: weights=[1.053482   0.94651794], train_loss=[0.47436428 0.59676635], train_acc=[0.847  0.7991], test_loss=[0.4696385  0.59186083], test_acc=[0.8457 0.802 ]
66/100: weights=[1.0749944 0.9250056], train_loss=[0.4794097  0.59258646], train_acc=[0.84539167 0.80100833], test_loss=[0.4774554  0.58907366], test_acc=[0.84375 0.80405]
68/100: weights=[1.1719445 0.8280555], train_loss=[0.4661214  0.58523333], train_acc=[0.85021667 0.80416667], test_loss=[0.4617086 0.5828108], test_acc=[0.84715 0.8069 ]
70/100: weights=[1.0417188 0.9582811], train_loss=[0.46875924 0.58031565], train_acc=[0.84925  0.805125], test_loss=[0.46375057 0.57619125], test_acc=[0.84805 0.807  ]
72/100: weights=[1.1664497  0.83355033], train_loss=[0.4602522  0.57588506], train_acc=[0.851525   0.80759167], test_loss=[0.45797354 0.57457703], test_acc=[0.8498 0.8099]
74/100: weights=[1.1791279 0.820872 ], train_loss=[0.4542471 0.5666714], train_acc=[0.85375833 0.81031667], test_loss=[0.4502465 0.5656607], test_acc=[0.85155 0.81225]
76/100: weights=[0.9807808 1.0192193], train_loss=[0.45317113 0.56278604], train_acc=[0.85413333 0.81126667], test_loss=[0.44808507 0.5594873 ], test_acc=[0.8536 0.8151]
78/100: weights=[0.7507991 1.2492008], train_loss=[0.44574702 0.56089973], train_acc=[0.856725 0.812275], test_loss=[0.4416109 0.561809 ], test_acc=[0.85235 0.8156 ]
80/100: weights=[0.7434389 1.2565612], train_loss=[0.44140014 0.5531472 ], train_acc=[0.85815833 0.81461667], test_loss=[0.43817034 0.5524169 ], test_acc=[0.8545 0.8187]
82/100: weights=[1.2191175  0.78088254], train_loss=[0.44216946 0.54804915], train_acc=[0.858475   0.81736667], test_loss=[0.4414749 0.5474553], test_acc=[0.8556  0.81775]
84/100: weights=[1.4398301  0.56016994], train_loss=[0.44048303 0.5418102 ], train_acc=[0.857725   0.81880833], test_loss=[0.43712038 0.5410141 ], test_acc=[0.85585 0.8212 ]
86/100: weights=[0.71397215 1.2860279 ], train_loss=[0.43120414 0.5372555 ], train_acc=[0.861675 0.82035 ], test_loss=[0.4293228  0.53495604], test_acc=[0.8575  0.82335]
88/100: weights=[0.9260014 1.0739986], train_loss=[0.43079337 0.53580135], train_acc=[0.86185833 0.82040833], test_loss=[0.42794043 0.5354266 ], test_acc=[0.8588  0.82345]
90/100: weights=[1.467255   0.53274494], train_loss=[0.42520338 0.53041595], train_acc=[0.86345    0.82273333], test_loss=[0.4232116 0.5305546], test_acc=[0.85995 0.826  ]
92/100: weights=[0.9820121 1.0179878], train_loss=[0.42386377 0.526285  ], train_acc=[0.86334167 0.82378333], test_loss=[0.42308578 0.5243772 ], test_acc=[0.85885 0.82765]
94/100: weights=[0.49396846 1.5060315 ], train_loss=[0.42316872 0.52202594], train_acc=[0.864125   0.82530833], test_loss=[0.42305195 0.5215285 ], test_acc=[0.8612 0.8289]
96/100: weights=[1.3534801 0.6465199], train_loss=[0.41866827 0.5183127 ], train_acc=[0.86495    0.82676667], test_loss=[0.4171134 0.5181342], test_acc=[0.86155 0.829  ]
98/100: weights=[1.220991 0.779009], train_loss=[0.41506016 0.5167111 ], train_acc=[0.86600833 0.82740833], test_loss=[0.4145678 0.5197239], test_acc=[0.8637  0.82905]
100/100: weights=[0.5334284 1.4665717], train_loss=[0.41537133 0.5209542 ], train_acc=[0.86610833 0.82649167], test_loss=[0.4148718  0.52629864], test_acc=[0.8628 0.827 ]
Reference vector (11/18): 0.6142127, 0.7891405
1/100: weights=[1.020992  0.9790079], train_loss=[1.8371152 1.9681475], train_acc=[0.37274167 0.32143333], test_loss=[1.848014  1.9492183], test_acc=[0.3681 0.3278]
2/100: weights=[0.7896761 1.2103239], train_loss=[1.5275598 1.6539752], train_acc=[0.485975   0.44120833], test_loss=[1.5253888 1.6396388], test_acc=[0.4819  0.44775]
4/100: weights=[0.6875253 1.3124747], train_loss=[1.2501534 1.3798401], train_acc=[0.58225    0.53330833], test_loss=[1.2390254 1.3622547], test_acc=[0.58275 0.53935]
6/100: weights=[1.2763556  0.72364444], train_loss=[1.085484  1.2258477], train_acc=[0.63926667 0.588175  ], test_loss=[1.0750461 1.2059929], test_acc=[0.63805 0.596  ]
8/100: weights=[1.1512445 0.8487555], train_loss=[0.968319  1.1175864], train_acc=[0.679025 0.6248  ], test_loss=[0.9587841 1.09633  ], test_acc=[0.6824  0.63805]
10/100: weights=[0.7374987 1.2625012], train_loss=[0.8839079 1.0360962], train_acc=[0.71125833 0.65303333], test_loss=[0.8733378 1.0171543], test_acc=[0.71245 0.6621 ]
12/100: weights=[0.7086921 1.2913079], train_loss=[0.823648   0.97149676], train_acc=[0.73150833 0.67646667], test_loss=[0.8115983  0.95523554], test_acc=[0.73505 0.68455]
14/100: weights=[1.6959392  0.30406085], train_loss=[0.7714099  0.91952974], train_acc=[0.749      0.69349167], test_loss=[0.7607076 0.9009913], test_acc=[0.7528 0.7012]
16/100: weights=[1.015179 0.984821], train_loss=[0.7303981 0.8765912], train_acc=[0.76398333 0.70935833], test_loss=[0.71828914 0.85984284], test_acc=[0.7691 0.7153]
18/100: weights=[1.0259979 0.9740022], train_loss=[0.69962865 0.84408927], train_acc=[0.77399167 0.720275  ], test_loss=[0.68626946 0.8282768 ], test_acc=[0.7794 0.7276]
20/100: weights=[1.2966391 0.7033609], train_loss=[0.673743  0.8219586], train_acc=[0.78265    0.72735833], test_loss=[0.6603722 0.8029617], test_acc=[0.7876  0.73335]
22/100: weights=[1.3735126 0.6264873], train_loss=[0.65061355 0.7946004 ], train_acc=[0.7904  0.73655], test_loss=[0.63740796 0.7778321 ], test_acc=[0.794  0.7423]
24/100: weights=[1.3742398 0.6257602], train_loss=[0.63496274 0.7763941 ], train_acc=[0.795725 0.742275], test_loss=[0.6200541  0.75971997], test_acc=[0.8004  0.74715]
26/100: weights=[1.5109034  0.48909658], train_loss=[0.61559045 0.7548331 ], train_acc=[0.80169167 0.74970833], test_loss=[0.60198003 0.73679197], test_acc=[0.80495 0.755  ]
28/100: weights=[0.77183634 1.2281637 ], train_loss=[0.6021963  0.74053985], train_acc=[0.80648333 0.75479167], test_loss=[0.5865455 0.7233665], test_acc=[0.81085 0.75965]
30/100: weights=[0.56879807 1.4312019 ], train_loss=[0.5897835 0.7243149], train_acc=[0.80974167 0.75980833], test_loss=[0.57533413 0.70720196], test_acc=[0.81295 0.7633 ]
32/100: weights=[1.225504  0.7744959], train_loss=[0.5774028  0.71047217], train_acc=[0.814475 0.76465 ], test_loss=[0.5648082 0.6944396], test_acc=[0.81675 0.7678 ]
34/100: weights=[0.7909863 1.2090137], train_loss=[0.56744695 0.7032145 ], train_acc=[0.81745    0.76778333], test_loss=[0.554392   0.68542534], test_acc=[0.8197 0.7747]
36/100: weights=[0.89480364 1.1051964 ], train_loss=[0.5622457 0.6881244], train_acc=[0.82005833 0.772075  ], test_loss=[0.5513893 0.6731483], test_acc=[0.8207  0.77395]
38/100: weights=[1.6056459 0.3943541], train_loss=[0.5504027 0.6744776], train_acc=[0.82390833 0.77713333], test_loss=[0.53821707 0.65765995], test_acc=[0.8243 0.7811]
40/100: weights=[0.8464648 1.1535352], train_loss=[0.54015195 0.6651919 ], train_acc=[0.82669167 0.77956667], test_loss=[0.527418   0.65120476], test_acc=[0.82765 0.78265]
42/100: weights=[0.6477312 1.3522688], train_loss=[0.5361352  0.65516216], train_acc=[0.82808333 0.78325833], test_loss=[0.5234654 0.639933 ], test_acc=[0.82975 0.7864 ]
44/100: weights=[0.39038396 1.609616  ], train_loss=[0.52952904 0.6485501 ], train_acc=[0.82946667 0.78450833], test_loss=[0.51630396 0.6338335 ], test_acc=[0.8318  0.78975]
46/100: weights=[1.1832318  0.81676817], train_loss=[0.5223161 0.6394842], train_acc=[0.832425   0.78771667], test_loss=[0.5091377  0.62606424], test_acc=[0.8338  0.79175]
48/100: weights=[1.5585974  0.44140258], train_loss=[0.5204019  0.62942904], train_acc=[0.83228333 0.79070833], test_loss=[0.5086458  0.61341494], test_acc=[0.8342  0.79465]
50/100: weights=[1.4376442 0.5623558], train_loss=[0.5097626 0.6253299], train_acc=[0.83565833 0.79298333], test_loss=[0.49745598 0.61035687], test_acc=[0.8373 0.7981]
52/100: weights=[0.62087584 1.3791242 ], train_loss=[0.5065491  0.61665976], train_acc=[0.83704167 0.79446667], test_loss=[0.49424377 0.6015759 ], test_acc=[0.83935 0.80005]
54/100: weights=[1.1010038  0.89899623], train_loss=[0.5008488  0.61067706], train_acc=[0.838375   0.79704167], test_loss=[0.48734665 0.5993624 ], test_acc=[0.83915 0.8011 ]
56/100: weights=[1.1394904  0.86050963], train_loss=[0.49526092 0.60765016], train_acc=[0.84043333 0.79811667], test_loss=[0.48260537 0.5970781 ], test_acc=[0.8427  0.80035]
58/100: weights=[1.180454 0.819546], train_loss=[0.49121717 0.5982411 ], train_acc=[0.84159167 0.80130833], test_loss=[0.47758928 0.58870655], test_acc=[0.84465 0.8027 ]
60/100: weights=[1.6133516 0.3866484], train_loss=[0.48838192 0.5913993 ], train_acc=[0.84215    0.80331667], test_loss=[0.4760847 0.5789634], test_acc=[0.8448 0.8061]
62/100: weights=[0.9395041 1.0604959], train_loss=[0.48166656 0.5878472 ], train_acc=[0.84405    0.80426667], test_loss=[0.46938452 0.57748115], test_acc=[0.8463 0.807 ]
64/100: weights=[1.1869854 0.8130146], train_loss=[0.48062733 0.5843376 ], train_acc=[0.84544167 0.80495833], test_loss=[0.46981406 0.57421464], test_acc=[0.8463 0.8076]
66/100: weights=[0.6589 1.3411], train_loss=[0.47452927 0.5767337 ], train_acc=[0.84675833 0.808225  ], test_loss=[0.46284127 0.56965107], test_acc=[0.84935 0.81025]
68/100: weights=[0.74657524 1.2534248 ], train_loss=[0.468284   0.56953824], train_acc=[0.84851667 0.81048333], test_loss=[0.45695984 0.5612456 ], test_acc=[0.84995 0.8115 ]
70/100: weights=[1.0598091 0.9401909], train_loss=[0.4670586  0.56651324], train_acc=[0.849025 0.811625], test_loss=[0.45571476 0.56005174], test_acc=[0.85045 0.81335]
72/100: weights=[1.1058455 0.8941545], train_loss=[0.46498328 0.5599463 ], train_acc=[0.8499     0.81380833], test_loss=[0.45366743 0.5509773 ], test_acc=[0.85135 0.81395]
74/100: weights=[1.3262419 0.6737582], train_loss=[0.4604161 0.5578381], train_acc=[0.85094167 0.814625  ], test_loss=[0.44865492 0.5492626 ], test_acc=[0.85265 0.8152 ]
76/100: weights=[1.3382491 0.661751 ], train_loss=[0.4565652  0.55204654], train_acc=[0.85235    0.81608333], test_loss=[0.44601026 0.5448316 ], test_acc=[0.85385 0.8184 ]
78/100: weights=[1.3307401  0.66925997], train_loss=[0.4521284 0.5477281], train_acc=[0.85365    0.81766667], test_loss=[0.441187  0.5407118], test_acc=[0.856  0.8187]
80/100: weights=[0.9390804 1.0609196], train_loss=[0.45168588 0.5449325 ], train_acc=[0.8536   0.818875], test_loss=[0.43991563 0.53947026], test_acc=[0.8567  0.82055]
82/100: weights=[0.86734277 1.1326573 ], train_loss=[0.4489143 0.5400334], train_acc=[0.85525833 0.82004167], test_loss=[0.43841553 0.53602195], test_acc=[0.8565 0.8205]
84/100: weights=[1.4638916 0.5361084], train_loss=[0.44496673 0.5368292 ], train_acc=[0.85575833 0.82135   ], test_loss=[0.4354408  0.53254014], test_acc=[0.85735 0.8222 ]
86/100: weights=[0.49591145 1.5040885 ], train_loss=[0.4415987 0.5386484], train_acc=[0.85718333 0.82101667], test_loss=[0.4319967  0.53301954], test_acc=[0.85905 0.82305]
88/100: weights=[0.6211479 1.3788521], train_loss=[0.43866032 0.5319086 ], train_acc=[0.85768333 0.823075  ], test_loss=[0.4289046 0.5270467], test_acc=[0.8599  0.82385]
90/100: weights=[1.3352604  0.66473967], train_loss=[0.43840042 0.52834874], train_acc=[0.85803333 0.82398333], test_loss=[0.42745456 0.5230084 ], test_acc=[0.8596 0.825 ]
92/100: weights=[1.0134069 0.9865931], train_loss=[0.43646255 0.5258859 ], train_acc=[0.85880833 0.82426667], test_loss=[0.42580223 0.5234317 ], test_acc=[0.8608  0.82425]
94/100: weights=[0.8392055 1.1607945], train_loss=[0.43058604 0.5276978 ], train_acc=[0.86079167 0.82391667], test_loss=[0.42022222 0.5256271 ], test_acc=[0.86295 0.8246 ]
96/100: weights=[0.51172704 1.488273  ], train_loss=[0.43454877 0.5209941 ], train_acc=[0.85975 0.82735], test_loss=[0.42571592 0.51784873], test_acc=[0.86065 0.82575]
98/100: weights=[1.2269636 0.7730363], train_loss=[0.42642942 0.5204804 ], train_acc=[0.8616     0.82769167], test_loss=[0.41604042 0.5181477 ], test_acc=[0.86265 0.827  ]
100/100: weights=[0.5974764 1.4025235], train_loss=[0.42522788 0.51582545], train_acc=[0.86260833 0.82860833], test_loss=[0.4159811 0.51278  ], test_acc=[0.86305 0.8281 ]
Reference vector (12/18): 0.54694813, 0.8371665
1/100: weights=[0.8592235 1.1407765], train_loss=[1.9789152 1.9634721], train_acc=[0.30151667 0.30746667], test_loss=[1.9651934 1.9642894], test_acc=[0.3045  0.30685]
2/100: weights=[0.92408633 1.0759137 ], train_loss=[1.7004442 1.6737623], train_acc=[0.41778333 0.41955   ], test_loss=[1.6820351 1.6677984], test_acc=[0.4149  0.42415]
4/100: weights=[0.787655 1.212345], train_loss=[1.3817832 1.41003  ], train_acc=[0.536475   0.51114167], test_loss=[1.3687904 1.397994 ], test_acc=[0.5369  0.51635]
6/100: weights=[0.66160655 1.3383934 ], train_loss=[1.1894674 1.2431333], train_acc=[0.60450833 0.56960833], test_loss=[1.1765611 1.2265588], test_acc=[0.6064 0.5743]
8/100: weights=[0.8167668 1.1832331], train_loss=[1.0679623 1.1392274], train_acc=[0.64738333 0.60755833], test_loss=[1.0541335 1.1221248], test_acc=[0.64895 0.61225]
10/100: weights=[0.6401049 1.3598951], train_loss=[0.97953296 1.06374   ], train_acc=[0.67645    0.63456667], test_loss=[0.96556574 1.0458614 ], test_acc=[0.68085 0.64105]
12/100: weights=[0.98757464 1.0124253 ], train_loss=[0.91392237 1.0000176 ], train_acc=[0.69923333 0.65850833], test_loss=[0.90064156 0.9839497 ], test_acc=[0.70305 0.6641 ]
14/100: weights=[0.846961 1.153039], train_loss=[0.8442927  0.95246404], train_acc=[0.722025 0.676125], test_loss=[0.8275047 0.9364848], test_acc=[0.72535 0.68045]
16/100: weights=[0.8425309 1.1574692], train_loss=[0.7989195  0.91023475], train_acc=[0.73840833 0.69111667], test_loss=[0.78265196 0.89477617], test_acc=[0.741   0.69365]
18/100: weights=[1.226889 0.773111], train_loss=[0.7622357  0.87407315], train_acc=[0.75063333 0.70461667], test_loss=[0.7452976 0.8606366], test_acc=[0.75415 0.7089 ]
20/100: weights=[1.2826691 0.7173309], train_loss=[0.731601  0.8468874], train_acc=[0.76194167 0.71434167], test_loss=[0.7157616 0.8339566], test_acc=[0.764   0.71825]
22/100: weights=[1.2045907 0.7954093], train_loss=[0.7069857 0.8244916], train_acc=[0.77049167 0.72198333], test_loss=[0.6901212  0.81202257], test_acc=[0.7735 0.7237]
24/100: weights=[1.6838884 0.3161115], train_loss=[0.68897396 0.80294544], train_acc=[0.775325 0.729825], test_loss=[0.6771608  0.79286015], test_acc=[0.77835 0.7331 ]
26/100: weights=[0.66620237 1.3337977 ], train_loss=[0.66769516 0.7852307 ], train_acc=[0.78306667 0.73528333], test_loss=[0.6526786 0.7737386], test_acc=[0.78705 0.7393 ]
28/100: weights=[1.6706805  0.32931948], train_loss=[0.6507796 0.7670479], train_acc=[0.78920833 0.74245833], test_loss=[0.637212  0.7578384], test_acc=[0.79245 0.74615]
30/100: weights=[0.8206613 1.1793387], train_loss=[0.6363093  0.75445205], train_acc=[0.7943 0.7459], test_loss=[0.6227475  0.74349165], test_acc=[0.798  0.7503]
32/100: weights=[1.0022458 0.9977542], train_loss=[0.625311 0.73867 ], train_acc=[0.79703333 0.75253333], test_loss=[0.6146461 0.7320948], test_acc=[0.79875 0.7569 ]
34/100: weights=[0.6153261 1.3846738], train_loss=[0.6143561 0.7304372], train_acc=[0.80060833 0.75578333], test_loss=[0.6037839 0.7227427], test_acc=[0.8026 0.7592]
36/100: weights=[0.9882361 1.0117638], train_loss=[0.60329586 0.71590734], train_acc=[0.80425    0.76108333], test_loss=[0.59401596 0.71115154], test_acc=[0.80515 0.76585]
38/100: weights=[0.6774272 1.3225728], train_loss=[0.5954018 0.7032   ], train_acc=[0.80710833 0.76419167], test_loss=[0.5850965  0.69668007], test_acc=[0.80935 0.77   ]
40/100: weights=[1.1480032  0.85199684], train_loss=[0.5876833  0.69302493], train_acc=[0.808625 0.76835 ], test_loss=[0.5782983 0.6878182], test_acc=[0.8099  0.77105]
42/100: weights=[0.94377345 1.0562265 ], train_loss=[0.5794597 0.6821617], train_acc=[0.81179167 0.77178333], test_loss=[0.5673104  0.67621404], test_acc=[0.8144 0.7742]
44/100: weights=[0.665961 1.334039], train_loss=[0.56926316 0.67725503], train_acc=[0.81533333 0.77458333], test_loss=[0.5605799  0.67421997], test_acc=[0.8165  0.77785]
46/100: weights=[1.3469899 0.6530102], train_loss=[0.5637228  0.66388357], train_acc=[0.81773333 0.77861667], test_loss=[0.55754703 0.65935266], test_acc=[0.81705 0.78325]
48/100: weights=[0.9343097 1.0656903], train_loss=[0.5573518  0.65851545], train_acc=[0.82000833 0.7792    ], test_loss=[0.5504798  0.65427816], test_acc=[0.8203 0.7855]
50/100: weights=[0.8019603 1.1980398], train_loss=[0.5481568 0.6461637], train_acc=[0.82281667 0.78450833], test_loss=[0.54125744 0.6431035 ], test_acc=[0.8215  0.78785]
52/100: weights=[1.2034965  0.79650354], train_loss=[0.54550296 0.6392919 ], train_acc=[0.822625 0.78755 ], test_loss=[0.53840965 0.6378808 ], test_acc=[0.8251  0.79105]
54/100: weights=[1.2310879  0.76891214], train_loss=[0.5387806 0.6338144], train_acc=[0.8251     0.78930833], test_loss=[0.53191614 0.63449764], test_acc=[0.82655 0.7918 ]
56/100: weights=[1.0989596  0.90104043], train_loss=[0.53372365 0.62845755], train_acc=[0.8264     0.79070833], test_loss=[0.5261985 0.62741  ], test_acc=[0.8276  0.79485]
58/100: weights=[1.6386657  0.36133426], train_loss=[0.52566046 0.6214152 ], train_acc=[0.82953333 0.793125  ], test_loss=[0.5188176  0.62147635], test_acc=[0.83095 0.79605]
60/100: weights=[1.149188 0.850812], train_loss=[0.51933163 0.61163765], train_acc=[0.831975   0.79666667], test_loss=[0.51264685 0.6115584 ], test_acc=[0.834  0.7999]
62/100: weights=[0.80998915 1.1900108 ], train_loss=[0.5147048 0.6091916], train_acc=[0.83305  0.798525], test_loss=[0.51110464 0.6127447 ], test_acc=[0.83235 0.80065]
64/100: weights=[1.2182323  0.78176767], train_loss=[0.5097126 0.5997864], train_acc=[0.83475 0.8014 ], test_loss=[0.5062537 0.6011212], test_acc=[0.83465 0.8042 ]
66/100: weights=[0.86138225 1.1386178 ], train_loss=[0.508677  0.5950263], train_acc=[0.83618333 0.80193333], test_loss=[0.50354797 0.59684056], test_acc=[0.8364 0.8047]
68/100: weights=[0.8523853 1.1476147], train_loss=[0.4996251 0.5879012], train_acc=[0.83810833 0.80423333], test_loss=[0.49607155 0.58908737], test_acc=[0.83765 0.8069 ]
