Reference vector (1/18): 0.9965845, 0.082579345
kappa to 0
kappa to 0
1/100: weights=[1.9617672  0.03823283], train_loss=[2.0726743 2.4476614], train_acc=[0.24523333 0.11563333], test_loss=[2.076632  2.4531908], test_acc=[0.24685 0.1172 ]
78/100: weights=[1.0849029 0.9150971], train_loss=[0.47226834 0.5617416 ], train_acc=[0.84691667 0.810575  ], test_loss=[0.47196376 0.5598342 ], test_acc=[0.84455 0.8092 ]
80/100: weights=[0.9183783 1.0816216], train_loss=[0.468566  0.5528007], train_acc=[0.84863333 0.81496667], test_loss=[0.46746293 0.55361176], test_acc=[0.847   0.81185]
82/100: weights=[0.93025494 1.0697451 ], train_loss=[0.4615742 0.5510882], train_acc=[0.85105    0.81443333], test_loss=[0.4615191 0.5518059], test_acc=[0.8504  0.81235]
84/100: weights=[0.90071946 1.0992805 ], train_loss=[0.4606576  0.54769266], train_acc=[0.851025   0.81689167], test_loss=[0.4600497 0.5486514], test_acc=[0.84945 0.81485]
86/100: weights=[0.7430452 1.2569548], train_loss=[0.45668152 0.5438668 ], train_acc=[0.85343333 0.81764167], test_loss=[0.45676714 0.5456084 ], test_acc=[0.8515 0.8147]
88/100: weights=[0.7747953 1.2252047], train_loss=[0.45183825 0.54041946], train_acc=[0.85373333 0.81915   ], test_loss=[0.45266783 0.5405952 ], test_acc=[0.85305 0.8176 ]
90/100: weights=[0.749095 1.250905], train_loss=[0.44776428 0.539963  ], train_acc=[0.85536667 0.81945833], test_loss=[0.449769 0.539763], test_acc=[0.85355 0.8171 ]
92/100: weights=[1.081812   0.91818804], train_loss=[0.44757608 0.53549117], train_acc=[0.85601667 0.82085   ], test_loss=[0.44860113 0.5354414 ], test_acc=[0.8544 0.8172]
94/100: weights=[1.0169717 0.9830283], train_loss=[0.44229802 0.53314745], train_acc=[0.85761667 0.82256667], test_loss=[0.44408453 0.53449106], test_acc=[0.85715 0.82085]
96/100: weights=[1.5927718 0.4072282], train_loss=[0.45252168 0.53015125], train_acc=[0.85365833 0.822825  ], test_loss=[0.4562243  0.53394246], test_acc=[0.85205 0.81935]
98/100: weights=[0.59346664 1.4065334 ], train_loss=[0.43949935 0.550255  ], train_acc=[0.85841667 0.814275  ], test_loss=[0.44390836 0.55636716], test_acc=[0.85565 0.8106 ]
100/100: weights=[1.0938046 0.9061954], train_loss=[0.43536726 0.52278125], train_acc=[0.85965    0.82470833], test_loss=[0.44045863 0.5226805 ], test_acc=[0.8587 0.821 ]
Reference vector (10/18): 0.67728156, 0.7357239
1/100: weights=[0.65960777 1.3403922 ], train_loss=[1.9453052 2.1559951], train_acc=[0.31460833 0.22395833], test_loss=[1.940981  2.1518888], test_acc=[0.3144 0.222 ]
2/100: weights=[0.94610935 1.0538907 ], train_loss=[1.7275482 2.0153353], train_acc=[0.41813333 0.30625   ], test_loss=[1.7241699 2.0040658], test_acc=[0.41905 0.3111 ]
4/100: weights=[0.9605851 1.0394149], train_loss=[1.3874325 1.6085635], train_acc=[0.542425 0.45925 ], test_loss=[1.3829349 1.5866201], test_acc=[0.5399 0.4688]
6/100: weights=[1.2334402  0.76655984], train_loss=[1.1937429 1.3783829], train_acc=[0.60729167 0.533825  ], test_loss=[1.1882675 1.3577563], test_acc=[0.6065  0.53715]
8/100: weights=[0.8421465 1.1578535], train_loss=[1.0563103 1.226065 ], train_acc=[0.65234167 0.58481667], test_loss=[1.0525945 1.2033715], test_acc=[0.65015 0.588  ]
10/100: weights=[0.8306209 1.1693791], train_loss=[0.9604262 1.1131907], train_acc=[0.68246667 0.62348333], test_loss=[0.9552159 1.0931752], test_acc=[0.67715 0.6276 ]
12/100: weights=[0.4136115 1.5863885], train_loss=[0.8818102 1.0282733], train_acc=[0.70781667 0.65213333], test_loss=[0.87663114 1.0119902 ], test_acc=[0.70665 0.6533 ]
14/100: weights=[0.7477975 1.2522025], train_loss=[0.82108945 0.9661997 ], train_acc=[0.730475   0.67448333], test_loss=[0.81305647 0.9509351 ], test_acc=[0.729   0.67755]
16/100: weights=[1.4735041 0.526496 ], train_loss=[0.77498996 0.91400474], train_acc=[0.746575   0.69423333], test_loss=[0.76652926 0.9017301 ], test_acc=[0.74655 0.69715]
18/100: weights=[0.7885237 1.2114763], train_loss=[0.73811054 0.88488054], train_acc=[0.75900833 0.70518333], test_loss=[0.7277793 0.8726666], test_acc=[0.75945 0.7052 ]
20/100: weights=[0.8282758 1.1717242], train_loss=[0.7142225 0.8434416], train_acc=[0.767   0.71735], test_loss=[0.704719   0.83172464], test_acc=[0.7667  0.71875]
22/100: weights=[0.7698984 1.2301016], train_loss=[0.6889335  0.80961394], train_acc=[0.77526667 0.7302    ], test_loss=[0.6754266 0.8005793], test_acc=[0.77665 0.73015]
24/100: weights=[1.203361   0.79663897], train_loss=[0.6696423 0.7846892], train_acc=[0.78204167 0.73730833], test_loss=[0.6545125  0.77515924], test_acc=[0.78285 0.73995]
26/100: weights=[1.2257636  0.77423644], train_loss=[0.65296584 0.76253253], train_acc=[0.78755833 0.745425  ], test_loss=[0.63558    0.75470936], test_acc=[0.7907  0.74535]
28/100: weights=[1.2788604 0.7211396], train_loss=[0.6366015  0.74097395], train_acc=[0.79331667 0.75300833], test_loss=[0.6218842  0.73371303], test_acc=[0.7952  0.75365]
30/100: weights=[1.2124983 0.7875017], train_loss=[0.6350602 0.7259383], train_acc=[0.793925 0.758525], test_loss=[0.6195815  0.71886873], test_acc=[0.7954  0.75615]
32/100: weights=[0.64481986 1.3551801 ], train_loss=[0.6105981 0.7053012], train_acc=[0.80153333 0.76468333], test_loss=[0.59339285 0.69978684], test_acc=[0.80505 0.764  ]
34/100: weights=[0.87298435 1.1270157 ], train_loss=[0.5990338  0.68925494], train_acc=[0.80503333 0.76910833], test_loss=[0.5834139  0.68253833], test_acc=[0.80965 0.7701 ]
36/100: weights=[0.77196234 1.2280376 ], train_loss=[0.5913259 0.6765463], train_acc=[0.80780833 0.77409167], test_loss=[0.57315403 0.67047334], test_acc=[0.8138  0.77365]
38/100: weights=[0.58374494 1.416255  ], train_loss=[0.5779256 0.6661077], train_acc=[0.81225 0.7774 ], test_loss=[0.56237864 0.6630165 ], test_acc=[0.8174  0.77685]
40/100: weights=[1.4459295 0.5540704], train_loss=[0.56879556 0.64989936], train_acc=[0.81570833 0.78306667], test_loss=[0.55491585 0.6455881 ], test_acc=[0.8192  0.78235]
42/100: weights=[1.4770097 0.5229903], train_loss=[0.5667421  0.64601773], train_acc=[0.81653333 0.78419167], test_loss=[0.5525024 0.6435883], test_acc=[0.8204  0.78405]
44/100: weights=[0.6074653 1.3925347], train_loss=[0.5570442  0.63984406], train_acc=[0.81974167 0.78518333], test_loss=[0.5436403  0.63272387], test_acc=[0.8221  0.78675]
46/100: weights=[1.4189261 0.5810739], train_loss=[0.5454406 0.6220127], train_acc=[0.82368333 0.79215833], test_loss=[0.53136784 0.618766  ], test_acc=[0.82925 0.7917 ]
48/100: weights=[1.0850585 0.9149416], train_loss=[0.535597  0.6103096], train_acc=[0.82705    0.79626667], test_loss=[0.5237244 0.6089083], test_acc=[0.83215 0.7943 ]
50/100: weights=[1.2535487 0.7464513], train_loss=[0.5360012 0.6110922], train_acc=[0.82674167 0.79445833], test_loss=[0.5238673 0.6070527], test_acc=[0.8285 0.7953]
52/100: weights=[0.8748172 1.1251827], train_loss=[0.5211058 0.5942689], train_acc=[0.83215    0.80114167], test_loss=[0.51091176 0.5929512 ], test_acc=[0.8348 0.7989]
54/100: weights=[0.85876757 1.1412325 ], train_loss=[0.51646894 0.59164435], train_acc=[0.83376667 0.80258333], test_loss=[0.5064928 0.5911337], test_acc=[0.8354  0.80205]
56/100: weights=[0.64298546 1.3570145 ], train_loss=[0.51419115 0.5844862 ], train_acc=[0.833925   0.80504167], test_loss=[0.50468093 0.5816101 ], test_acc=[0.83575 0.8035 ]
58/100: weights=[0.9401403 1.0598596], train_loss=[0.5118863 0.5754057], train_acc=[0.834075   0.80696667], test_loss=[0.50547934 0.5754376 ], test_acc=[0.8332  0.80535]
60/100: weights=[1.1517144  0.84828556], train_loss=[0.50836647 0.57615227], train_acc=[0.83533333 0.80671667], test_loss=[0.5039148 0.5724297], test_acc=[0.83455 0.80625]
62/100: weights=[0.6680111 1.3319888], train_loss=[0.49518564 0.56143945], train_acc=[0.84068333 0.81234167], test_loss=[0.48867244 0.5620731 ], test_acc=[0.84195 0.81085]
64/100: weights=[0.5524254 1.4475746], train_loss=[0.48848817 0.55939   ], train_acc=[0.84290833 0.81295833], test_loss=[0.48135397 0.559267  ], test_acc=[0.84325 0.8121 ]
66/100: weights=[0.90311027 1.0968897 ], train_loss=[0.4827121  0.54975045], train_acc=[0.84463333 0.81695   ], test_loss=[0.47543654 0.5491987 ], test_acc=[0.84435 0.81415]
68/100: weights=[0.4656204 1.5343796], train_loss=[0.480013  0.5584355], train_acc=[0.8458     0.81339167], test_loss=[0.47412428 0.5585721 ], test_acc=[0.84625 0.8121 ]
70/100: weights=[1.6595135 0.3404866], train_loss=[0.4754552 0.5420745], train_acc=[0.84713333 0.818975  ], test_loss=[0.46854383 0.54165596], test_acc=[0.84715 0.8167 ]
72/100: weights=[1.3765591  0.62344086], train_loss=[0.46934518 0.5377493 ], train_acc=[0.84883333 0.82038333], test_loss=[0.46512452 0.5367782 ], test_acc=[0.8449 0.8181]
74/100: weights=[0.52280796 1.477192  ], train_loss=[0.4635263 0.5399549], train_acc=[0.850475 0.8189  ], test_loss=[0.45803413 0.54007107], test_acc=[0.84985 0.81515]
76/100: weights=[1.0286887 0.9713114], train_loss=[0.46020886 0.5324324 ], train_acc=[0.851875   0.82183333], test_loss=[0.45555076 0.5330545 ], test_acc=[0.85035 0.81905]
78/100: weights=[0.78739727 1.2126027 ], train_loss=[0.45549718 0.5317478 ], train_acc=[0.85365833 0.82235   ], test_loss=[0.4504434 0.5346875], test_acc=[0.8509 0.8199]
80/100: weights=[1.1566813 0.8433187], train_loss=[0.4530316 0.5204749], train_acc=[0.8539 0.8258], test_loss=[0.44910663 0.5213717 ], test_acc=[0.85035 0.82275]
82/100: weights=[1.4063143 0.5936858], train_loss=[0.4501638  0.51664835], train_acc=[0.8548     0.82764167], test_loss=[0.444983   0.51810473], test_acc=[0.85235 0.8241 ]
84/100: weights=[0.87597543 1.1240246 ], train_loss=[0.44515717 0.51303214], train_acc=[0.85700833 0.829175  ], test_loss=[0.44213086 0.5124394 ], test_acc=[0.85245 0.82735]
86/100: weights=[0.5737233 1.4262767], train_loss=[0.442778   0.50833774], train_acc=[0.857675 0.8307  ], test_loss=[0.4375116  0.50901306], test_acc=[0.8549 0.827 ]
88/100: weights=[0.9496415 1.0503585], train_loss=[0.4382774 0.5052583], train_acc=[0.8592     0.83136667], test_loss=[0.43481085 0.50628006], test_acc=[0.8555 0.8285]
90/100: weights=[1.103534 0.896466], train_loss=[0.43697545 0.5035301 ], train_acc=[0.85985 0.8316 ], test_loss=[0.43377388 0.5049197 ], test_acc=[0.8562 0.8286]
92/100: weights=[0.6484068 1.3515931], train_loss=[0.43356004 0.49960342], train_acc=[0.86094167 0.83290833], test_loss=[0.4316565  0.50185627], test_acc=[0.85685 0.8305 ]
94/100: weights=[0.76432675 1.2356733 ], train_loss=[0.4305008  0.49837166], train_acc=[0.86166667 0.83413333], test_loss=[0.4289978 0.500496 ], test_acc=[0.85665 0.83105]
96/100: weights=[1.3135247 0.6864753], train_loss=[0.44160712 0.5010146 ], train_acc=[0.857825 0.83265 ], test_loss=[0.43809268 0.50112647], test_acc=[0.8556 0.8302]
98/100: weights=[0.8820223 1.1179777], train_loss=[0.42738202 0.49348918], train_acc=[0.86201667 0.83474167], test_loss=[0.42434675 0.4970728 ], test_acc=[0.86025 0.83135]
100/100: weights=[0.1490678 1.8509322], train_loss=[0.4199466  0.48978016], train_acc=[0.86455833 0.836275  ], test_loss=[0.41810074 0.49122354], test_acc=[0.8615 0.8335]
Reference vector (11/18): 0.6142127, 0.7891405
1/100: weights=[1.4655765 0.5344234], train_loss=[1.6552175 1.7492869], train_acc=[0.437075 0.396675], test_loss=[1.6417739 1.7475361], test_acc=[0.4404  0.39705]
2/100: weights=[0.9102976 1.0897024], train_loss=[1.3952601 1.4948059], train_acc=[0.53255    0.49143333], test_loss=[1.382426  1.4938678], test_acc=[0.53865 0.4916 ]
4/100: weights=[0.33803648 1.6619636 ], train_loss=[1.1522282 1.2275748], train_acc=[0.61975833 0.58543333], test_loss=[1.1446005 1.2238754], test_acc=[0.621   0.58635]
6/100: weights=[1.3582922  0.64170784], train_loss=[1.0175422 1.078423 ], train_acc=[0.66585    0.63541667], test_loss=[1.010327  1.0720124], test_acc=[0.6669  0.63965]
8/100: weights=[0.98526525 1.0147347 ], train_loss=[0.93428534 0.9906551 ], train_acc=[0.693725   0.66658333], test_loss=[0.92700195 0.98369473], test_acc=[0.6941 0.6701]
10/100: weights=[0.8056406 1.1943594], train_loss=[0.8774008 0.9352363], train_acc=[0.71308333 0.68461667], test_loss=[0.8717604 0.9270981], test_acc=[0.714   0.68745]
12/100: weights=[1.4021672  0.59783286], train_loss=[0.8310602  0.88237345], train_acc=[0.72894167 0.70285   ], test_loss=[0.8243764 0.8759963], test_acc=[0.73   0.7066]
14/100: weights=[0.48652613 1.5134739 ], train_loss=[0.7960507 0.8476788], train_acc=[0.740975   0.71294167], test_loss=[0.789655   0.83648396], test_acc=[0.74285 0.7187 ]
16/100: weights=[0.8014595 1.1985404], train_loss=[0.76256084 0.81536466], train_acc=[0.75289167 0.72448333], test_loss=[0.75758314 0.80701166], test_acc=[0.75545 0.72915]
18/100: weights=[0.71874464 1.2812554 ], train_loss=[0.7385052  0.79226327], train_acc=[0.76229167 0.73248333], test_loss=[0.7346078 0.7825876], test_acc=[0.76325 0.7384 ]
20/100: weights=[0.57059896 1.429401  ], train_loss=[0.7161281 0.7707897], train_acc=[0.76804167 0.73906667], test_loss=[0.71164507 0.7609645 ], test_acc=[0.7673  0.74435]
22/100: weights=[0.5069838 1.4930162], train_loss=[0.6964207  0.75187314], train_acc=[0.77489167 0.74535833], test_loss=[0.6908014 0.742322 ], test_acc=[0.7771  0.74855]
24/100: weights=[1.2313746  0.76862544], train_loss=[0.6788521  0.73293716], train_acc=[0.78065    0.75180833], test_loss=[0.6732419 0.7224291], test_acc=[0.7812  0.75695]
26/100: weights=[0.4954173 1.5045828], train_loss=[0.6630788  0.72681457], train_acc=[0.78620833 0.75548333], test_loss=[0.6588816  0.71798277], test_acc=[0.78495 0.7596 ]
28/100: weights=[1.4288744 0.5711257], train_loss=[0.64733696 0.702068  ], train_acc=[0.79101667 0.76273333], test_loss=[0.640848  0.6909665], test_acc=[0.79125 0.768  ]
30/100: weights=[1.132302   0.86769795], train_loss=[0.6357815  0.68885994], train_acc=[0.79505  0.767725], test_loss=[0.6293051 0.6777196], test_acc=[0.7961  0.77255]
32/100: weights=[0.9999563 1.0000437], train_loss=[0.62775934 0.68367743], train_acc=[0.798075   0.76815833], test_loss=[0.6188361  0.66987693], test_acc=[0.80005 0.7741 ]
34/100: weights=[0.71788925 1.2821107 ], train_loss=[0.6116311 0.6679265], train_acc=[0.80281667 0.77530833], test_loss=[0.6043177  0.65577954], test_acc=[0.80425 0.7818 ]
36/100: weights=[1.2237093 0.7762906], train_loss=[0.6008335  0.65760595], train_acc=[0.80734167 0.77824167], test_loss=[0.59179044 0.64600056], test_acc=[0.8091 0.7832]
38/100: weights=[0.75253457 1.2474655 ], train_loss=[0.59088814 0.65873736], train_acc=[0.81069167 0.777475  ], test_loss=[0.58300626 0.64789844], test_acc=[0.81155 0.7825 ]
40/100: weights=[0.6721924 1.3278075], train_loss=[0.58164924 0.64343596], train_acc=[0.81345833 0.78250833], test_loss=[0.57451516 0.63003695], test_acc=[0.8146 0.7888]
42/100: weights=[0.27700838 1.7229916 ], train_loss=[0.5749104 0.6315752], train_acc=[0.81575  0.786125], test_loss=[0.5671053  0.61947334], test_acc=[0.8157  0.79255]
44/100: weights=[1.4350485 0.5649516], train_loss=[0.5687645 0.6235211], train_acc=[0.81649167 0.78859167], test_loss=[0.55975676 0.6123837 ], test_acc=[0.81845 0.79585]
46/100: weights=[0.6949333 1.3050667], train_loss=[0.5576513  0.61966974], train_acc=[0.82144167 0.789625  ], test_loss=[0.5500851 0.6071347], test_acc=[0.8222  0.79525]
48/100: weights=[0.44128737 1.5587126 ], train_loss=[0.5517493 0.6116462], train_acc=[0.82255833 0.7948    ], test_loss=[0.54333264 0.60217065], test_acc=[0.8246  0.79965]
50/100: weights=[0.68495184 1.3150482 ], train_loss=[0.5449558 0.6029314], train_acc=[0.82458333 0.796375  ], test_loss=[0.53799987 0.59332603], test_acc=[0.82625 0.8011 ]
52/100: weights=[0.52700466 1.4729953 ], train_loss=[0.5403926 0.6015239], train_acc=[0.82635    0.79739167], test_loss=[0.5327467  0.59240466], test_acc=[0.82955 0.80105]
54/100: weights=[0.3237385 1.6762615], train_loss=[0.53299534 0.60203594], train_acc=[0.82815833 0.7968    ], test_loss=[0.52591205 0.592292  ], test_acc=[0.82925 0.8022 ]
56/100: weights=[0.5242316 1.4757683], train_loss=[0.5250706 0.5860044], train_acc=[0.831525   0.80221667], test_loss=[0.5180176  0.57720023], test_acc=[0.83295 0.80555]
58/100: weights=[0.6327579 1.3672421], train_loss=[0.5203793 0.5778334], train_acc=[0.832025 0.805675], test_loss=[0.51418144 0.5700331 ], test_acc=[0.83335 0.80945]
60/100: weights=[0.81461173 1.1853882 ], train_loss=[0.5161965 0.5759814], train_acc=[0.83400833 0.80566667], test_loss=[0.5101962  0.56807345], test_acc=[0.8351 0.8096]
62/100: weights=[0.4001829 1.599817 ], train_loss=[0.5117966  0.57398874], train_acc=[0.83545    0.80716667], test_loss=[0.50573575 0.5665598 ], test_acc=[0.8376  0.80995]
64/100: weights=[0.51618814 1.4838119 ], train_loss=[0.50945383 0.5658724 ], train_acc=[0.83643333 0.81023333], test_loss=[0.5034095 0.5587502], test_acc=[0.83865 0.8118 ]
66/100: weights=[1.2204452  0.77955484], train_loss=[0.50027806 0.5599364 ], train_acc=[0.83915833 0.81199167], test_loss=[0.49477553 0.55413127], test_acc=[0.84135 0.81535]
68/100: weights=[0.45342544 1.5465746 ], train_loss=[0.49842298 0.5603198 ], train_acc=[0.83899167 0.81293333], test_loss=[0.4932211 0.5561246], test_acc=[0.84075 0.81545]
70/100: weights=[0.86006784 1.1399322 ], train_loss=[0.4957021 0.5531265], train_acc=[0.84038333 0.8147    ], test_loss=[0.489845  0.5482992], test_acc=[0.8419 0.8169]
72/100: weights=[0.66599613 1.3340038 ], train_loss=[0.48914492 0.5467583 ], train_acc=[0.84229167 0.81585833], test_loss=[0.48542082 0.54118913], test_acc=[0.84265 0.8185 ]
74/100: weights=[1.3855964 0.6144036], train_loss=[0.4835276 0.5433973], train_acc=[0.84481667 0.81751667], test_loss=[0.47831777 0.538792  ], test_acc=[0.8453 0.8204]
76/100: weights=[1.1906028 0.8093973], train_loss=[0.47840768 0.5394983 ], train_acc=[0.84619167 0.81903333], test_loss=[0.47436833 0.53544354], test_acc=[0.8469  0.82055]
78/100: weights=[0.83519506 1.1648049 ], train_loss=[0.4751835 0.5361069], train_acc=[0.84675833 0.82005   ], test_loss=[0.47176063 0.53203034], test_acc=[0.84835 0.82175]
80/100: weights=[0.6867546 1.3132454], train_loss=[0.47621042 0.5357132 ], train_acc=[0.84639167 0.81966667], test_loss=[0.4708491 0.5306221], test_acc=[0.8489  0.82095]
82/100: weights=[0.54179597 1.458204  ], train_loss=[0.4672734  0.53115445], train_acc=[0.849725 0.82285 ], test_loss=[0.46407446 0.5280731 ], test_acc=[0.8506 0.824 ]
84/100: weights=[0.98986876 1.0101312 ], train_loss=[0.46778572 0.52586865], train_acc=[0.84844167 0.82376667], test_loss=[0.46601483 0.5232357 ], test_acc=[0.84965 0.82425]
86/100: weights=[0.82009757 1.1799024 ], train_loss=[0.4634397 0.5235343], train_acc=[0.85073333 0.82498333], test_loss=[0.46290907 0.5225921 ], test_acc=[0.8486  0.82585]
88/100: weights=[0.835132 1.164868], train_loss=[0.4631959  0.51796865], train_acc=[0.849925 0.826225], test_loss=[0.46078172 0.5144865 ], test_acc=[0.8522 0.8276]
90/100: weights=[0.7987148 1.2012852], train_loss=[0.454414  0.5137376], train_acc=[0.85344167 0.82834167], test_loss=[0.45257077 0.5116477 ], test_acc=[0.8531 0.8309]
92/100: weights=[0.72657675 1.2734232 ], train_loss=[0.45417216 0.5178585 ], train_acc=[0.85378333 0.82673333], test_loss=[0.45265338 0.5162586 ], test_acc=[0.854   0.82865]
94/100: weights=[0.5827084 1.4172915], train_loss=[0.44995022 0.50978255], train_acc=[0.85529167 0.82865833], test_loss=[0.44882342 0.5066143 ], test_acc=[0.8543  0.82895]
96/100: weights=[0.5857868 1.4142132], train_loss=[0.44845453 0.51344705], train_acc=[0.85519167 0.82680833], test_loss=[0.44672343 0.5106393 ], test_acc=[0.8543 0.827 ]
98/100: weights=[1.0813563 0.9186437], train_loss=[0.44783095 0.5132368 ], train_acc=[0.85459167 0.82895833], test_loss=[0.44493684 0.51355666], test_acc=[0.85595 0.82775]
100/100: weights=[0.9088451 1.0911548], train_loss=[0.44070286 0.5007957 ], train_acc=[0.85856667 0.8329    ], test_loss=[0.4408215  0.50074893], test_acc=[0.8569 0.8339]
Reference vector (12/18): 0.54694813, 0.8371665
1/100: weights=[0.55688 1.44312], train_loss=[2.1066902 1.8997184], train_acc=[0.25375833 0.33043333], test_loss=[2.1057522 1.8841779], test_acc=[0.2516  0.33425]
2/100: weights=[0.4372394 1.5627606], train_loss=[1.8226252 1.6534133], train_acc=[0.37676667 0.42263333], test_loss=[1.8235397 1.6341562], test_acc=[0.3727  0.42915]
4/100: weights=[0.56105983 1.4389402 ], train_loss=[1.5518792 1.3845371], train_acc=[0.47826667 0.52515   ], test_loss=[1.5553715 1.3630298], test_acc=[0.474   0.53045]
6/100: weights=[0.83176017 1.1682398 ], train_loss=[1.3830005 1.2485732], train_acc=[0.53891667 0.57274167], test_loss=[1.3835896 1.2241288], test_acc=[0.53305 0.58015]
8/100: weights=[0.9085306 1.0914694], train_loss=[1.266589  1.1551706], train_acc=[0.57935833 0.60610833], test_loss=[1.2648754 1.132338 ], test_acc=[0.5773 0.6143]
10/100: weights=[0.69090897 1.309091  ], train_loss=[1.1796324 1.0832987], train_acc=[0.61023333 0.63031667], test_loss=[1.1789234 1.0587983], test_acc=[0.6082  0.64165]
12/100: weights=[0.47492802 1.525072  ], train_loss=[1.1058758 1.0240498], train_acc=[0.63513333 0.65175   ], test_loss=[1.105422  0.9993884], test_acc=[0.63285 0.6652 ]
14/100: weights=[0.88582516 1.1141748 ], train_loss=[1.048891  0.9733667], train_acc=[0.65431667 0.670525  ], test_loss=[1.0468022 0.949661 ], test_acc=[0.6535 0.6834]
16/100: weights=[0.606486 1.393514], train_loss=[0.98996705 0.92911136], train_acc=[0.67510833 0.686075  ], test_loss=[0.98819697 0.90737695], test_acc=[0.6748  0.69525]
18/100: weights=[0.8390068 1.1609932], train_loss=[0.9557735  0.89929694], train_acc=[0.68501667 0.69785833], test_loss=[0.9534104 0.8833801], test_acc=[0.6858  0.70695]
20/100: weights=[0.46348393 1.5365161 ], train_loss=[0.9072763 0.8632006], train_acc=[0.70216667 0.710825  ], test_loss=[0.90278065 0.8476718 ], test_acc=[0.70295 0.7146 ]
22/100: weights=[0.9416945 1.0583055], train_loss=[0.8706733  0.82732594], train_acc=[0.714075   0.72353333], test_loss=[0.8657099 0.8109584], test_acc=[0.71565 0.7288 ]
24/100: weights=[0.74366367 1.2563363 ], train_loss=[0.84059894 0.8094189 ], train_acc=[0.72415    0.72940833], test_loss=[0.8355965  0.79605263], test_acc=[0.72535 0.73655]
26/100: weights=[0.5816644 1.4183357], train_loss=[0.8072354 0.7758383], train_acc=[0.735575   0.74108333], test_loss=[0.80024844 0.7610372 ], test_acc=[0.7371 0.748 ]
28/100: weights=[0.8048187 1.1951813], train_loss=[0.78123933 0.7573842 ], train_acc=[0.74355    0.74645833], test_loss=[0.775939  0.7416613], test_acc=[0.74405 0.7531 ]
30/100: weights=[1.0429597  0.95704025], train_loss=[0.7575754 0.7343057], train_acc=[0.75039167 0.75439167], test_loss=[0.7511423  0.71808594], test_acc=[0.75195 0.76035]
32/100: weights=[0.5829011 1.4170989], train_loss=[0.73792803 0.72020143], train_acc=[0.757175   0.75936667], test_loss=[0.731827  0.7054278], test_acc=[0.7588  0.76555]
34/100: weights=[0.787063 1.212937], train_loss=[0.7167977  0.70163244], train_acc=[0.76508333 0.76536667], test_loss=[0.71078193 0.6884032 ], test_acc=[0.7659  0.77065]
36/100: weights=[0.6381593 1.3618407], train_loss=[0.7005166 0.6913865], train_acc=[0.76973333 0.768075  ], test_loss=[0.695224   0.67787576], test_acc=[0.77045 0.773  ]
38/100: weights=[0.3275535 1.6724465], train_loss=[0.6815623 0.6741496], train_acc=[0.77581667 0.77471667], test_loss=[0.67526305 0.6617922 ], test_acc=[0.7781 0.7803]
40/100: weights=[0.40986526 1.5901347 ], train_loss=[0.6668809  0.66109717], train_acc=[0.781225   0.77889167], test_loss=[0.65979534 0.6495904 ], test_acc=[0.782   0.78355]
42/100: weights=[0.5910732 1.4089268], train_loss=[0.6548599  0.65223616], train_acc=[0.78486667 0.78144167], test_loss=[0.64842236 0.6420305 ], test_acc=[0.78295 0.78505]
44/100: weights=[0.5196175 1.4803824], train_loss=[0.642372   0.63817924], train_acc=[0.7894     0.78515833], test_loss=[0.6351233 0.6264678], test_acc=[0.7893  0.79145]
46/100: weights=[0.60856783 1.3914322 ], train_loss=[0.6329077  0.63201374], train_acc=[0.79275  0.787525], test_loss=[0.625603   0.61873674], test_acc=[0.79305 0.7927 ]
48/100: weights=[0.6152876 1.3847125], train_loss=[0.6232264 0.6185752], train_acc=[0.79616667 0.7921    ], test_loss=[0.6167024 0.6057967], test_acc=[0.79655 0.7968 ]
50/100: weights=[0.3172463 1.6827537], train_loss=[0.61267656 0.6226065 ], train_acc=[0.79966667 0.792425  ], test_loss=[0.6059343 0.6134201], test_acc=[0.7993  0.79505]
52/100: weights=[0.38192648 1.6180736 ], train_loss=[0.60776967 0.6102429 ], train_acc=[0.80140833 0.79589167], test_loss=[0.60188526 0.6017756 ], test_acc=[0.8005 0.7992]
54/100: weights=[0.23753893 1.7624611 ], train_loss=[0.5962287 0.5953268], train_acc=[0.805      0.79895833], test_loss=[0.59001535 0.58488536], test_acc=[0.80295 0.8025 ]
56/100: weights=[0.9265257 1.0734743], train_loss=[0.59034455 0.5868405 ], train_acc=[0.80718333 0.801625  ], test_loss=[0.583847  0.5768961], test_acc=[0.8056 0.8076]
58/100: weights=[0.2891949 1.710805 ], train_loss=[0.58108217 0.5812331 ], train_acc=[0.81043333 0.803625  ], test_loss=[0.57527363 0.5714141 ], test_acc=[0.80955 0.8085 ]
60/100: weights=[0.7339823 1.2660177], train_loss=[0.57425636 0.5745748 ], train_acc=[0.81259167 0.80591667], test_loss=[0.5695427 0.5662898], test_acc=[0.8103  0.81105]
62/100: weights=[0.54103   1.4589701], train_loss=[0.56580216 0.56903183], train_acc=[0.81510833 0.80725   ], test_loss=[0.5617872  0.55845064], test_acc=[0.81285 0.8151 ]
64/100: weights=[0.81039536 1.1896046 ], train_loss=[0.5618592  0.56336206], train_acc=[0.81669167 0.8101    ], test_loss=[0.5568955  0.55658907], test_acc=[0.8145  0.81385]
66/100: weights=[0.35895944 1.6410406 ], train_loss=[0.55658036 0.5636033 ], train_acc=[0.818425 0.8096  ], test_loss=[0.55374455 0.5553276 ], test_acc=[0.815 0.814]
